authority_tier,char_count,key,lane,name,node_id,node_type,source_id
,12276,4c7b7f554fd56c79475e637b,,"Blood Golem 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",d2854abb-e97b-58a1-b0cd-a2a8df21913f,SourceDocument,diablo2-io
,,blood-golem-t4008,,"Blood Golem 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",b7353180-bb6f-50ed-b21f-bf8d985e05ce,Skill,diablo2-io
,11208,cf900aafc99deb6d34825a64,,"Bone Prison 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",58964ad3-5fc2-51a1-8515-f0f98140be05,SourceDocument,diablo2-io
,,bone-prison-t4010,,"Bone Prison 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",0133ee17-ea01-5890-b24d-03a0fa889053,Skill,diablo2-io
,13342,1eb3b115577a358ed3ba67d6,,"Bone Spear 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",56f592d8-16ae-51e3-a19d-7d7b4d00f139,SourceDocument,diablo2-io
,,bone-spear-t4011,,"Bone Spear 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",0fa24911-5c3d-5aad-b7ca-5ec5014b43bc,Skill,diablo2-io
,13155,b28f8014de8a5226a0998484,,"Bone Spirit 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",00ef10d4-3283-5973-83c9-57579d2e6509,SourceDocument,diablo2-io
,,bone-spirit-t4012,,"Bone Spirit 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",6c2ecd3a-c39d-5f98-9346-eefcb7e45590,Skill,diablo2-io
,10195,06398409a5860290aa988128,,"Bone Wall 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",c9696f57-0689-5560-9a5b-656dd636df01,SourceDocument,diablo2-io
,,bone-wall-t4013,,"Bone Wall 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",a61cee5d-bd79-579b-8c80-f585ff4bdd4c,Skill,diablo2-io
,10492,b66fc456ef99fb02a153b063,,"Burst of Speed 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",b3203f3a-9d6e-52a3-af01-cecfd841ef5a,SourceDocument,diablo2-io
,,burst-of-speed-t4014,,"Burst of Speed 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",08408a82-fa8e-5936-be77-7ced53479d6d,Skill,diablo2-io
,10058,e2659a8e6e1445887406a662,,"Carrion Vine 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",df54e349-22eb-5da2-a598-0d94a931193c,SourceDocument,diablo2-io
,,carrion-vine-t4015,,"Carrion Vine 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",01c8cf8e-5ece-5c5a-8b42-b4797fee3777,Skill,diablo2-io
,11359,4fa27fb04ab03a7b848fc019,,"Chain Lightning 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",71d7043e-4ca2-503e-aeb1-aae297561b9e,SourceDocument,diablo2-io
,,chain-lightning-t4016,,"Chain Lightning 
        
        
        
                                  • Diablo 2 Resurrected Skill
                          
        
         • diablo2.io",89f8260e-442d-588e-91e1-369ea45dd61b,Skill,diablo2-io
,9338,b82471293ed5ce1e977f49fd,,"Rakanishu 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",500e530f-1f34-59ab-a66c-fc92ed0695e9,SourceDocument,diablo2-io
,,rakanishu-t7,,"Rakanishu 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",8f5954af-02d5-5536-961d-8a5d555f79e5,Monster,diablo2-io
,12486,4214a34f54608043a0ad0ec7,,"Fallen 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",80cdb4f9-5756-5402-a2ea-b1445bcc2b64,SourceDocument,diablo2-io
,,fallen-t4199,,"Fallen 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",5b93dd30-0487-5f8c-a2fa-5e34ce3c78a6,Monster,diablo2-io
,10653,f5bd033a1bec876bf846a49d,,"Fallen Shaman 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",e91d411c-fdaf-597d-b6a4-f2c930061342,SourceDocument,diablo2-io
,,fallen-shaman-t4200,,"Fallen Shaman 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",87b7f266-9f55-5ed0-bbd2-7cac662c4771,Monster,diablo2-io
,10483,83d0da22912e2af6bd036da2,,"Spike Fiend 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",e446a94b-e6d5-51dd-97bb-726fd72c9de9,SourceDocument,diablo2-io
,,spike-fiend-t4201,,"Spike Fiend 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",c910861a-fc6d-50df-9a39-ec0054adf4ef,Monster,diablo2-io
,8985,3c7b62f95f62c717d65e6317,,"Zombie 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",e2a41c61-2dd9-534c-845f-1babb215b7e4,SourceDocument,diablo2-io
,,zombie-t4202,,"Zombie 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",f95e12ce-d745-5d3c-b936-6be6952199a8,Monster,diablo2-io
,8868,8839ddc08ac5cb1045e4af77,,"Wendigo 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",a4254053-7ea8-5494-8941-f8cb0fb8fe40,SourceDocument,diablo2-io
,,wendigo-t4203,,"Wendigo 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",96571307-9c9d-52d9-a713-0bad1ad187d8,Monster,diablo2-io
,10359,19cd5eece9483d244d53a156,,"Corrupt Rogue 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",adb7698f-2914-561d-bc49-8f0e0cad0ab7,SourceDocument,diablo2-io
,,corrupt-rogue-t4204,,"Corrupt Rogue 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",b166ad36-84fd-51b4-a8f9-d19298c7e6fa,Monster,diablo2-io
,10998,5ea05ba3097e1ba6b0a9de5e,,"Corrupt Rogue Archer 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",b1f6569c-8d55-54bf-bc6e-c56584cdf227,SourceDocument,diablo2-io
,,corrupt-rogue-archer-t4205,,"Corrupt Rogue Archer 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",9c8790a9-ad5e-5b4f-a869-eb858d661024,Monster,diablo2-io
,11782,3f1c655530c772365e048551,,"Corrupt Rogue Spearwoman 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",35f00783-bd94-5a13-a482-abac32bc6c1a,SourceDocument,diablo2-io
,,corrupt-rogue-spearwoman-t4206,,"Corrupt Rogue Spearwoman 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",c4a8f86e-da36-5d0e-9972-4284676424d1,Monster,diablo2-io
,11101,e14469603326eb53c8a646c1,,"Skeleton 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",00fcfeb0-3202-51fd-8818-7f541c237465,SourceDocument,diablo2-io
,,skeleton-t4207,,"Skeleton 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",35198aa9-9ff9-52af-a718-f9238a364726,Monster,diablo2-io
,10638,4e08ac54a34977c60caae7af,,"Skeleton Archer 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",f8dbae38-f45b-5975-9f4e-5d4e428ff0c6,SourceDocument,diablo2-io
,,skeleton-archer-t4208,,"Skeleton Archer 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",5272755e-4359-59bf-9f56-0ee8a2d65ab7,Monster,diablo2-io
,11763,286d3cb4e56a47207648801d,,"Skeleton Mage 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",6cb145ba-b8fe-5e09-a378-135ad44e0d4a,SourceDocument,diablo2-io
,,skeleton-mage-t4209,,"Skeleton Mage 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",e2bb7f13-c2fc-5098-8d40-ef133eea2491,Monster,diablo2-io
,10525,41fb94fc75d00c02196e820d,,"Goatman 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",0647c9b3-7157-551f-bfa2-4f765f6b5d4f,SourceDocument,diablo2-io
,,goatman-t4210,,"Goatman 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",994ec117-c8fc-594d-8f0d-5f2bbb44adad,Monster,diablo2-io
,10822,2acaf02e7ad71c6ddc859daf,,"Blood Hawk 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",45a35aa1-e748-5d4b-b562-cf474db6d1a2,SourceDocument,diablo2-io
,,blood-hawk-t4211,,"Blood Hawk 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",cd442d16-d149-50fd-b3c9-88637acf40b9,Monster,diablo2-io
,10172,b438524926f6c6951b5f58d8,,"Tainted 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",16585387-31ef-5486-8939-71d15318da5e,SourceDocument,diablo2-io
,,tainted-t4212,,"Tainted 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",c253bde0-5130-5fcb-9a11-88cd2882ccf1,Monster,diablo2-io
,10244,cf2dedb267c6e73aecff38fd,,"Giant Spider 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",73ddfa2e-caae-55e1-97ff-c6b4a2a18a72,SourceDocument,diablo2-io
,,giant-spider-t4213,,"Giant Spider 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",246c3d2e-09ff-5979-ab5e-f09fea64be1c,Monster,diablo2-io
,10697,fd75f1cbe9a8657e9224c5a8,,"Wraith 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",ac973d0c-7579-5566-9d92-4b53b487cc31,SourceDocument,diablo2-io
,,wraith-t4214,,"Wraith 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",40a8508a-89ab-58f1-9ffe-6f4da0d06f4c,Monster,diablo2-io
,9639,4ba35108e797710eeadd5454,,"Fetish 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",317e8ec3-32e6-59f3-b595-6d711db45c2a,SourceDocument,diablo2-io
,,fetish-t4215,,"Fetish 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",2e8d8149-17d4-5ddb-af1b-7b5a5eaa3bbc,Monster,diablo2-io
,9422,ccd7a07444e89fdda9e86dde,,"Vampire 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",ab38ccc5-4fd2-5608-84bb-08be97e218eb,SourceDocument,diablo2-io
,,vampire-t4216,,"Vampire 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",db4fdda5-3839-5a07-8693-c5aa0adfb914,Monster,diablo2-io
,8868,4a71e1572911a016638c05bf,,"Flying Scimitar 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",887e0ccf-49bb-520d-abf3-f733ce1ff2a3,SourceDocument,diablo2-io
,,flying-scimitar-t4217,,"Flying Scimitar 
        
        
        
                                  • Diablo 2 Resurrected Monster
                          
        
         • diablo2.io",2ab1c3b8-57ea-567e-96fd-2b3e6dcd9c46,Monster,diablo2-io
,11056,2729004fb3b517b2052cd241,,"Den of Evil 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",c8455337-67af-50fa-b358-a1fde7d9b4f3,SourceDocument,diablo2-io
,,den-of-evil-t3696,,"Den of Evil 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",af4a9501-18c6-5ebb-9b20-c5dec7212107,Area,diablo2-io
,9985,b836ba5c6322aeeb8b0c30fa,,"Cave Level 1 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",3271225d-54e2-539a-9222-032a7a629011,SourceDocument,diablo2-io
,,cave-level-1-t3697,,"Cave Level 1 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",8f191003-53ab-5f43-ac88-5c3b64af3a71,Area,diablo2-io
,10006,41f521f82a4bfb4c6d5586b0,,"Cave Level 2 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",48d9ef05-3640-5e4c-bd09-460ec239ecca,SourceDocument,diablo2-io
,,cave-level-2-t3698,,"Cave Level 2 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",b7882e89-9d37-5756-884b-62f381f9e287,Area,diablo2-io
,9496,e387b0feea74655161768b2d,,"Hole Level 1 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",ab6a7aea-2338-5b8f-94c9-77abb6c6c4f1,SourceDocument,diablo2-io
,,hole-level-1-t3699,,"Hole Level 1 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",cc6f9d18-5821-50f1-a771-3f0bc57dc1ca,Area,diablo2-io
,9839,43f892294b220affae8b64c8,,"Hole level 2 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",72b9bb11-235b-5bf9-b28d-05a05bf8cb6d,SourceDocument,diablo2-io
,,hole-level-2-t3700,,"Hole level 2 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",4e4282bc-1bdb-5074-a39a-e02dd65b1223,Area,diablo2-io
,10269,e91be3e311c170da6427e09c,,"Pit Level 1 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",548d574e-e7f3-58cc-a352-967d68471104,SourceDocument,diablo2-io
,,pit-level-1-t3701,,"Pit Level 1 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",9287ca7a-cf17-5abf-9500-466d9a90d2bc,Area,diablo2-io
,10690,ab4b742ba45461c808428751,,"Pit Level 2 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",e5f8a466-e3b3-5a8b-81f3-69225d65a9da,SourceDocument,diablo2-io
,,pit-level-2-t3702,,"Pit Level 2 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",7f2ca9d2-ef88-560a-91b6-63aa82bf841e,Area,diablo2-io
,10081,227a0d7d9785e56825f5e7da,,"Crypt 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",b533371e-08a3-5cc3-be2f-4f9d3996b3cc,SourceDocument,diablo2-io
,,crypt-t3703,,"Crypt 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",d2c19df1-768b-5d1c-b5d1-cf283f30b40f,Area,diablo2-io
,10142,b1d70c30051f58d41fb5c395,,"Mausoleum 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",0103b5fe-65f0-5cee-8c70-dce56ea63e46,SourceDocument,diablo2-io
,,mausoleum-t3704,,"Mausoleum 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",43a7cb37-47c6-5bff-be1d-70181bfe0a6f,Area,diablo2-io
,11556,5d777f26281553c38dd9b29c,,"Tower Cellar Level 1 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",96e742bc-65fc-572a-b86d-7a938e38881a,SourceDocument,diablo2-io
,,tower-cellar-level-1-t3705,,"Tower Cellar Level 1 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",da593f4a-1c8f-58fb-91ec-58cd3cd9dbf8,Area,diablo2-io
,11002,0b1d8d81d8521fc96f020a32,,"Tower Cellar Level 2 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",94a7d3d1-6eb3-55ba-9fd8-07cdc5919761,SourceDocument,diablo2-io
,,tower-cellar-level-2-t3706,,"Tower Cellar Level 2 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",cdb03562-b031-52d7-a5e3-ff6ffd50e5b1,Area,diablo2-io
,10385,cde10a59d62a358f647e0610,,"Tower Cellar Level 3 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",82a8cd2e-8e97-500c-83cc-6ff7c69209ec,SourceDocument,diablo2-io
,,tower-cellar-level-3-t3707,,"Tower Cellar Level 3 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",10ff715a-fc48-515c-b51e-ee8892e1d518,Area,diablo2-io
,10716,21b6af80fb585309fbe72663,,"Tower Cellar Level 4 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",43459d9d-e31e-510d-b099-7cf0d9fd0afc,SourceDocument,diablo2-io
,,tower-cellar-level-4-t3708,,"Tower Cellar Level 4 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",0a1a9e9a-4b6f-587d-996c-6b97acd985a3,Area,diablo2-io
,10790,0a0221adfef688bdfb3752b8,,"Tower Cellar Level 5 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",dbd8c841-9bb9-5588-b5cb-7254ff036dcf,SourceDocument,diablo2-io
,,tower-cellar-level-5-t3709,,"Tower Cellar Level 5 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",15a689cc-9801-5fb5-a778-698d2ea86697,Area,diablo2-io
,10942,ee1ce986b2d68f9323a2a0d5,,"Rogue Encampment 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",b7cd8fe5-282a-5210-a045-8e1341e2359a,SourceDocument,diablo2-io
,,rogue-encampment-t3710,,"Rogue Encampment 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",e9dd42b1-f58f-598d-8f1c-8f4fa1a656f2,Area,diablo2-io
,11793,b70cd8f234c30f2f69bb98a3,,"Blood Moor 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",7df8e715-23ea-57c3-a612-51229ab75fae,SourceDocument,diablo2-io
,,blood-moor-t3711,,"Blood Moor 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",8b0abf54-a640-5fb7-8869-bc5071bbe3b6,Area,diablo2-io
,11766,c485ce18320398a4b2a3d190,,"Cold Plains 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",8ce83563-fe24-5303-a5c1-e321eb4a75e1,SourceDocument,diablo2-io
,,cold-plains-t3712,,"Cold Plains 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",fc3ddf5f-f1fb-5a12-8c91-3ef7dcc60f17,Area,diablo2-io
,9174,1e191870cfa9815bd6f068d0,,"Burial Grounds 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",d16a2331-3c9f-5dee-992e-cf3f444c7caa,SourceDocument,diablo2-io
,,burial-grounds-t3713,,"Burial Grounds 
        
        
        
                                  • Diablo 2 Resurrected Area
                          
        
         • diablo2.io",21b8cf94-5cad-56aa-96d5-687a64d2a2b4,Area,diablo2-io
,11810,7353bad8e63fd8ef404fdb4a,,"Recipe: Portal to the Secret Cow Level 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",72db550d-7e4f-5716-8d5d-97e340ad81cf,SourceDocument,diablo2-io
,,recipe-portal-to-the-secret-cow-level-t6,,"Recipe: Portal to the Secret Cow Level 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",5ee8b7b9-d664-5ef2-8948-13460cee4390,Recipe,diablo2-io
,8505,a8238ed637619322ad5e9e95,,"Recipe: Tal 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",9f917ab7-65fd-50d2-8200-975e714d2005,SourceDocument,diablo2-io
,,recipe-tal-t25,,"Recipe: Tal 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",53520d21-8460-5bb8-bc42-bafa5b3ef043,Recipe,diablo2-io
,8549,36216cbef552bce3c2e1eab7,,"Recipe: Thul 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",928cfa64-a937-54b8-bf53-5a06becf924f,SourceDocument,diablo2-io
,,recipe-thul-t26,,"Recipe: Thul 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",9cdf4805-2a9d-531a-b949-f223d564fd94,Recipe,diablo2-io
,8559,c27baca6254194ef86ff52cc,,"Recipe: Ort 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",29cefd3d-c2a2-51bd-bdbd-574b6c8fc1d8,SourceDocument,diablo2-io
,,recipe-ort-t27,,"Recipe: Ort 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",893cf254-8ef6-5ddf-bd73-c7b11689b309,Recipe,diablo2-io
,8920,0428548a63fa13221ed8dba1,,"Recipe: Amn 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",88afbdc8-a618-5295-9d74-bdf577c44cdc,SourceDocument,diablo2-io
,,recipe-amn-t28,,"Recipe: Amn 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",ee07ba02-87e0-5da2-b6fe-251f010154d4,Recipe,diablo2-io
,8609,6394f6eb9160500519178293,,"Recipe: Flawed Topaz 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",1dbce6a7-df20-54d1-b09e-7fe40cfb0be2,SourceDocument,diablo2-io
,,recipe-flawed-topaz-t66,,"Recipe: Flawed Topaz 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",0c232cd6-d874-5ec7-8d85-dbd8e25e28c1,Recipe,diablo2-io
,8567,5a73859b84ccfe6548bbce6f,,"Recipe: Perfect Sapphire 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",5537ff1d-a1c7-5ab5-acbb-99d148c66ec2,SourceDocument,diablo2-io
,,recipe-perfect-sapphire-t70,,"Recipe: Perfect Sapphire 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",fcdeacd5-51a4-5257-b224-cf3347757910,Recipe,diablo2-io
,8966,dee334562855b282c6b0d01d,,"Recipe: Full Rejuvenation Potion 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",6c6f2053-5e45-5eef-bc35-8deb87c6a754,SourceDocument,diablo2-io
,,recipe-full-rejuvenation-potion-t73,,"Recipe: Full Rejuvenation Potion 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",3baea3b5-bbf3-57a9-bc21-97636b051389,Recipe,diablo2-io
,8493,7f7684340836836a80ef3b39,,"Recipe: Lum 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",e5975d5b-6194-5728-ba8f-cca2569ae8b0,SourceDocument,diablo2-io
,,recipe-lum-t75,,"Recipe: Lum 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",d3edb2b2-2ae5-5b39-8d21-4560e262d3e1,Recipe,diablo2-io
,8763,2f185249182c2ecd3018a475,,"Recipe: Fully repaired weapon 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",e9447050-bf5c-5b8c-9c7a-4c7e8355b02d,SourceDocument,diablo2-io
,,recipe-fully-repaired-weapon-t85,,"Recipe: Fully repaired weapon 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",6a3839cd-351f-584c-a3b8-6c5e4d2ba5d3,Recipe,diablo2-io
,8519,c3f69cf0ecbc16d4c288d5ab,,"Recipe: Flawed Skull 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",031ca7e1-8d1e-533d-b1d3-b6e8e349c27a,SourceDocument,diablo2-io
,,recipe-flawed-skull-t1254,,"Recipe: Flawed Skull 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",28b8105f-07d2-57e0-8196-d29db4d15b09,Recipe,diablo2-io
,8559,9e9001b6dd555a9ec3839371,,"Recipe: Flawed Amethyst 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",8e9e5894-7ddf-5045-93aa-9950b53fa177,SourceDocument,diablo2-io
,,recipe-flawed-amethyst-t1255,,"Recipe: Flawed Amethyst 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",1f088c60-e6a3-517c-ad51-0d84c32a642b,Recipe,diablo2-io
,8558,c8809f7afd6ea446ebddcb7a,,"Recipe: Flawed Sapphire 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",eba20b5f-8162-5f81-8cc1-21e9b8ed1f2e,SourceDocument,diablo2-io
,,recipe-flawed-sapphire-t1256,,"Recipe: Flawed Sapphire 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",a4c28f81-b43f-542a-bc54-943d09f4233e,Recipe,diablo2-io
,8550,adfec3bc11533f5c82d99d06,,"Recipe: Flawed Emerald 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",46553f09-a580-50bb-b167-76a88bbf5f74,SourceDocument,diablo2-io
,,recipe-flawed-emerald-t1257,,"Recipe: Flawed Emerald 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",dc02240a-ceca-570a-a148-823dceb45b8d,Recipe,diablo2-io
,8542,a56f737d62e52a5085ef6e25,,"Recipe: Flawed Ruby 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",892c3b93-42aa-51ba-9672-c6dd88939b2b,SourceDocument,diablo2-io
,,recipe-flawed-ruby-t1258,,"Recipe: Flawed Ruby 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",a0e0525f-f21f-51c6-943d-bc3ddc0221c6,Recipe,diablo2-io
,8552,abdac121ea2b7760a4ddeedc,,"Recipe: Flawed Diamond 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",8c76c625-bed5-51bf-a7f5-f8037608baa3,SourceDocument,diablo2-io
,,recipe-flawed-diamond-t1259,,"Recipe: Flawed Diamond 
        
        
        
                                  • Diablo 2 Resurrected Cube Recipe
                          
        
         • diablo2.io",b5a184f4-51a2-5d48-9877-a07474d63698,Recipe,diablo2-io
,9730,031e7c5503ddcbcc4cb1d6fc,,"Deckard Cain 
        
        
        
                                  
        
         • diablo2.io",c069a5b4-2c1c-5ae1-a06b-0c087aef9378,SourceDocument,diablo2-io
,,deckard-cain-t8,,"Deckard Cain 
        
        
        
                                  
        
         • diablo2.io",208d436c-f82f-50ec-8621-fae6f17c956b,NPC,diablo2-io
