monster::frozen-scourge::frozenhorror3	Frozen Scourge	冰凍之鞭	frozenhorror	"[""frozenhorror"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""frozenhorror1"", ""source_file"": ""monstats.json""}"
monster::frozen-terror::frozenhorror2	Frozen Terror	寒冰恐懼者	frozenhorror	"[""frozenhorror"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""frozenhorror1"", ""source_file"": ""monstats.json""}"
monster::gargantuan-beast::brute1	Gargantuan Beast	巨大野獸	brute	"[""brute"", ""hell_immune_cold"", ""hell_immune_drain_effectiveness""]"	blizzhackers/d2data	True	"{""base_id"": ""brute2"", ""source_file"": ""monstats.json""}"
monster::gargoyle-trap::gargoyletrap	Gargoyle Trap	翼魔陷阱	construct	"[""construct"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""gargoyletrap"", ""source_file"": ""monstats.json""}"
monster::ghost::wraith1	Ghost	鬼魂	wraith	"[""hell_immune_physical"", ""wraith""]"	blizzhackers/d2data	True	"{""base_id"": ""wraith1"", ""source_file"": ""monstats.json""}"
monster::ghost::wraith6	Ghost	鬼魂	wraith	"[""hell_immune_physical"", ""hell_immune_poison"", ""wraith""]"	blizzhackers/d2data	True	"{""base_id"": ""wraith1"", ""source_file"": ""monstats.json""}"
monster::ghoul::zombie3	Ghoul	食屍鬼	zombie	"[""hell_immune_fire"", ""zombie""]"	blizzhackers/d2data	True	"{""base_id"": ""zombie1"", ""source_file"": ""monstats.json""}"
monster::ghoul-lord::vampire1	Ghoul Lord	食屍鬼之王	vampire	"[""hell_immune_cold"", ""vampire""]"	blizzhackers/d2data	True	"{""base_id"": ""vampire1"", ""source_file"": ""monstats.json""}"
monster::ghoul-lord::vampire7	Ghoul Lord	食屍鬼之王	vampire	"[""hell_immune_cold"", ""vampire""]"	blizzhackers/d2data	True	"{""base_id"": ""vampire1"", ""source_file"": ""monstats.json""}"
monster::giant-lamprey::sandmaggot4	Giant Lamprey	巨大八目蟲	sandmaggot	"[""hell_immune_poison"", ""sandmaggot""]"	blizzhackers/d2data	True	"{""base_id"": ""sandmaggot1"", ""source_file"": ""monstats.json""}"
monster::giant-lamprey-egg::maggotegg4	Giant Lamprey Egg	巨型八目蟲之蛋	\N	[]	blizzhackers/d2data	True	"{""base_id"": ""maggotegg1"", ""source_file"": ""monstats.json""}"
monster::giant-lamprey-queen::maggotqueen4	Giant Lamprey Queen	巨型八目蟲皇后	sandmaggot	"[""hell_immune_poison"", ""sandmaggot""]"	blizzhackers/d2data	True	"{""base_id"": ""maggotqueen1"", ""source_file"": ""monstats.json""}"
monster::giant-lamprey-young::maggotbaby4	Giant Lamprey Young	巨型八目蟲幼生	sandmaggot	"[""hell_immune_poison"", ""sandmaggot""]"	blizzhackers/d2data	True	"{""base_id"": ""maggotbaby1"", ""source_file"": ""monstats.json""}"
monster::gloam::willowisp1	Gloam	薄暮之魂	willowisp	"[""hell_immune_lightning"", ""willowisp""]"	blizzhackers/d2data	True	"{""base_id"": ""willowisp1"", ""source_file"": ""monstats.json""}"
monster::gloam::willowisp5	Gloam	薄暮之魂	willowisp	"[""hell_immune_lightning"", ""hell_immune_poison"", ""willowisp""]"	blizzhackers/d2data	True	"{""base_id"": ""willowisp1"", ""source_file"": ""monstats.json""}"
monster::gloombat::batdemon3	Gloombat	幽暗蝙蝠	batdemon	"[""batdemon"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""batdemon1"", ""source_file"": ""monstats.json""}"
monster::gloombat::batdemon6	Gloombat	幽暗蝙蝠	batdemon	"[""batdemon"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""batdemon1"", ""source_file"": ""monstats.json""}"
monster::gore-bearer::siegebeast4	Gore Bearer	蝕肉妖	siegebeast	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""siegebeast""]"	blizzhackers/d2data	True	"{""base_id"": ""siegebeast1"", ""source_file"": ""monstats.json""}"
monster::gorebelly::blunderbore2	Gorebelly	血腹獸	blunderbore	"[""blunderbore"", ""hell_immune_cold"", ""hell_immune_drain_effectiveness""]"	blizzhackers/d2data	True	"{""base_id"": ""blunderbore1"", ""source_file"": ""monstats.json""}"
monster::greater-hell-spawn::minion11	Greater Hell Spawn	高等地獄惡靈	minion	"[""hell_immune_cold"", ""minion""]"	blizzhackers/d2data	True	"{""base_id"": ""minion1"", ""source_file"": ""monstats.json""}"
monster::greater-hell-spawn::minion7	Greater Hell Spawn	高等地獄惡靈	minion	"[""hell_immune_fire"", ""minion""]"	blizzhackers/d2data	True	"{""base_id"": ""minion1"", ""source_file"": ""monstats.json""}"
monster::greater-ice-spawn::minion8	Greater Ice Spawn	高等冰封惡靈	minion	"[""hell_immune_cold"", ""minion""]"	blizzhackers/d2data	True	"{""base_id"": ""minion1"", ""source_file"": ""monstats.json""}"
monster::griswold::griswold	Griswold	格里斯瓦得	undead	"[""hell_immune_poison"", ""undead""]"	blizzhackers/d2data	True	"{""base_id"": ""griswold"", ""source_file"": ""monstats.json""}"
monster::grizzly::druidbear	Grizzly	大灰熊	\N	"[""hell_immune_drain_effectiveness""]"	blizzhackers/d2data	True	"{""base_id"": ""druidbear"", ""source_file"": ""monstats.json""}"
monster::grotesque::vilemother3	Grotesque	怪誕魔	vilekind	"[""hell_immune_cold"", ""vilekind""]"	blizzhackers/d2data	True	"{""base_id"": ""vilemother1"", ""source_file"": ""monstats.json""}"
monster::grotesque::vilemother4	Grotesque	怪誕魔	vilekind	"[""hell_immune_cold"", ""vilekind""]"	blizzhackers/d2data	True	"{""base_id"": ""vilemother1"", ""source_file"": ""monstats.json""}"
monster::grotesque-wyrm::vilechild3	Grotesque Wyrm	怪異懷姆獸	vilekind	"[""hell_immune_cold"", ""vilekind""]"	blizzhackers/d2data	True	"{""base_id"": ""vilechild1"", ""source_file"": ""monstats.json""}"
monster::grotesque-wyrm::vilechild4	Grotesque Wyrm	怪異懷姆獸	vilekind	"[""hell_immune_cold"", ""vilekind""]"	blizzhackers/d2data	True	"{""base_id"": ""vilechild1"", ""source_file"": ""monstats.json""}"
monster::guard::act5barb3	Guard	守衛	human	"[""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""act5barb3"", ""source_file"": ""monstats.json""}"
monster::guard::act5barb4	Guard	守衛	human	"[""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""act5barb3"", ""source_file"": ""monstats.json""}"
monster::guardian::unraveler2	Guardian	守護者	unraveler	"[""hell_immune_fire"", ""hell_immune_magic"", ""unraveler""]"	blizzhackers/d2data	True	"{""base_id"": ""unraveler1"", ""source_file"": ""monstats.json""}"
monster::guardian::unraveler6	Guardian	守護者	unraveler	"[""hell_immune_magic"", ""unraveler""]"	blizzhackers/d2data	True	"{""base_id"": ""unraveler1"", ""source_file"": ""monstats.json""}"
monster::guardianspirit::colbarbthrow	GuardianSpirit	GuardianSpirit	human	"[""hell_immune_drain_effectiveness"", ""hell_immune_lightning"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""act5barb1"", ""source_file"": ""monstats.json""}"
monster::heart-of-wolverine::heartofwolverine	Heart of Wolverine	狼獾之心	\N	"[""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""spiritofbarbs"", ""source_file"": ""monstats.json""}"
monster::heirophant::cantor3	Heirophant	海爾奧芬特	zakarum	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""zakarum""]"	blizzhackers/d2data	True	"{""base_id"": ""cantor1"", ""source_file"": ""monstats.json""}"
monster::heirophant::cantor4	Heirophant	海爾奧芬特	zakarum	"[""hell_immune_drain_effectiveness"", ""zakarum""]"	blizzhackers/d2data	True	"{""base_id"": ""cantor1"", ""source_file"": ""monstats.json""}"
monster::heirophant::cantor5	Heirophant	海爾奧芬特	zakarum	"[""hell_immune_drain_effectiveness"", ""zakarum""]"	blizzhackers/d2data	True	"{""base_id"": ""cantor1"", ""source_file"": ""monstats.json""}"
monster::heirophant::cantor6	Heirophant	海爾奧芬特	zakarum	"[""hell_immune_drain_effectiveness"", ""zakarum""]"	blizzhackers/d2data	True	"{""base_id"": ""cantor1"", ""source_file"": ""monstats.json""}"
monster::hell-bovine::cowking	Hell Bovine	地獄之牛	bovine	"[""bovine""]"	blizzhackers/d2data	True	"{""base_id"": ""hellbovine"", ""source_file"": ""monstats.json""}"
monster::hell-bovine::hellbovine	Hell Bovine	地獄之牛	bovine	"[""bovine""]"	blizzhackers/d2data	True	"{""base_id"": ""hellbovine"", ""source_file"": ""monstats.json""}"
monster::hell-buzzard::vulture3	Hell Buzzard	地獄兀鷹	vulture	"[""hell_immune_drain_effectiveness"", ""hell_immune_fire"", ""vulture""]"	blizzhackers/d2data	True	"{""base_id"": ""vulture1"", ""source_file"": ""monstats.json""}"
monster::hell-cat::pantherwoman4	Hell Cat	地獄貓	pantherwoman	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""pantherwoman1"", ""source_file"": ""monstats.json""}"
monster::hell-clan::goatman4	Hell Clan	地獄一族	goatman	"[""goatman"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""goatman1"", ""source_file"": ""monstats.json""}"
monster::hell-clan::goatman8	Hell Clan	地獄一族	goatman	"[""goatman"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""goatman1"", ""source_file"": ""monstats.json""}"
monster::hell-lord::bloodlord4	Hell Lord	地獄之王	bloodlord	"[""bloodlord"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""bloodlord1"", ""source_file"": ""monstats.json""}"
monster::hell-lord::bloodlord7	Hell Lord	地獄之王	bloodlord	"[""bloodlord"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""bloodlord1"", ""source_file"": ""monstats.json""}"
monster::hell-slinger::slinger4	Hell Slinger	地獄投石怪	pantherwoman	"[""hell_immune_drain_effectiveness"", ""hell_immune_fire"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""slinger1"", ""source_file"": ""monstats.json""}"
monster::hell-spawn::minion10	Hell Spawn	地獄惡靈	minion	"[""hell_immune_fire"", ""minion""]"	blizzhackers/d2data	True	"{""base_id"": ""minion1"", ""source_file"": ""monstats.json""}"
monster::hell-spawn::minion5	Hell Spawn	地獄惡靈	minion	"[""hell_immune_fire"", ""minion""]"	blizzhackers/d2data	True	"{""base_id"": ""minion1"", ""source_file"": ""monstats.json""}"
monster::hell-swarm::swarm4	Hell Swarm	地獄群蟲	swarm	"[""hell_immune_physical"", ""swarm""]"	blizzhackers/d2data	True	"{""base_id"": ""swarm1"", ""source_file"": ""monstats.json""}"
monster::hell-swarm::swarm5	Hell Swarm	地獄群蟲	swarm	"[""hell_immune_physical"", ""swarm""]"	blizzhackers/d2data	True	"{""base_id"": ""swarm1"", ""source_file"": ""monstats.json""}"
monster::hell-temptress::succubus4	Hell Temptress	地獄妖婦	succubus	"[""hell_immune_physical"", ""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubus1"", ""source_file"": ""monstats.json""}"
monster::hell-temptress::succubus7	Hell Temptress	地獄妖婦	succubus	"[""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubus1"", ""source_file"": ""monstats.json""}"
monster::hell-temptress::succubus8	Hell Temptress	地獄妖婦	succubus	"[""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubus1"", ""source_file"": ""monstats.json""}"
monster::hell-whip::overseer5	Hell Whip	地獄之鞭	overseer	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""overseer""]"	blizzhackers/d2data	True	"{""base_id"": ""overseer1"", ""source_file"": ""monstats.json""}"
monster::hell-whip::overseer6	Hell Whip	地獄之鞭	overseer	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""overseer""]"	blizzhackers/d2data	True	"{""base_id"": ""overseer1"", ""source_file"": ""monstats.json""}"
monster::hell-witch::succubuswitch5	Hell Witch	地獄女巫	succubus	"[""hell_immune_cold"", ""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubuswitch1"", ""source_file"": ""monstats.json""}"
monster::hell-witch::succubuswitch7	Hell Witch	地獄女巫	succubus	"[""hell_immune_cold"", ""succubus""]"	blizzhackers/d2data	True	"{""base_id"": ""succubuswitch1"", ""source_file"": ""monstats.json""}"
monster::hephasto-the-armorer::hephasto	Hephasto The Armorer	海法斯特盔甲製作者	demon	"[""demon""]"	blizzhackers/d2data	True	"{""base_id"": ""hephasto"", ""source_file"": ""monstats.json""}"
monster::hollow-one::unraveler1	Hollow One	中空屍怪	unraveler	"[""hell_immune_lightning"", ""unraveler""]"	blizzhackers/d2data	True	"{""base_id"": ""unraveler1"", ""source_file"": ""monstats.json""}"
monster::horadrim-ancient::unraveler4	Horadrim Ancient	古代赫拉迪姆	unraveler	"[""hell_immune_magic"", ""unraveler""]"	blizzhackers/d2data	True	"{""base_id"": ""unraveler1"", ""source_file"": ""monstats.json""}"
monster::horadrim-ancient::unraveler8	Horadrim Ancient	古代赫拉迪姆	unraveler	"[""hell_immune_magic"", ""unraveler""]"	blizzhackers/d2data	True	"{""base_id"": ""unraveler1"", ""source_file"": ""monstats.json""}"
monster::horadrim-ancient::unraveler9	Horadrim Ancient	古代赫拉迪姆	unraveler	"[""hell_immune_magic"", ""unraveler""]"	blizzhackers/d2data	True	"{""base_id"": ""unraveler1"", ""source_file"": ""monstats.json""}"
monster::horror::skeleton5	Horror	恐怖白骨	skeleton	"[""hell_immune_lightning"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skeleton1"", ""source_file"": ""monstats.json""}"
monster::horror-archer::sk_archer10	Horror Archer	恐怖弓箭手	skeleton	"[""hell_immune_poison"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""sk_archer1"", ""source_file"": ""monstats.json""}"
monster::horror-archer::sk_archer11	Horror Archer	恐怖弓箭手	skeleton	"[""hell_immune_poison"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""sk_archer1"", ""source_file"": ""monstats.json""}"
monster::horror-archer::sk_archer5	Horror Archer	恐怖弓箭手	skeleton	"[""hell_immune_poison"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""sk_archer1"", ""source_file"": ""monstats.json""}"
monster::horror-mage::skmage_cold4	Horror Mage	恐怖法師	skeleton	"[""hell_immune_cold"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_cold1"", ""source_file"": ""monstats.json""}"
monster::horror-mage::skmage_fire4	Horror Mage	恐怖法師	skeleton	"[""hell_immune_fire"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_fire1"", ""source_file"": ""monstats.json""}"
monster::horror-mage::skmage_ltng4	Horror Mage	恐怖法師	skeleton	"[""hell_immune_lightning"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_ltng1"", ""source_file"": ""monstats.json""}"
monster::horror-mage::skmage_ltng6	Horror Mage	恐怖法師	skeleton	"[""hell_immune_lightning"", ""hell_immune_poison"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_ltng1"", ""source_file"": ""monstats.json""}"
monster::horror-mage::skmage_ltng7	Horror Mage	恐怖法師	skeleton	"[""hell_immune_lightning"", ""hell_immune_poison"", ""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_ltng1"", ""source_file"": ""monstats.json""}"
monster::horror-mage::skmage_pois4	Horror Mage	恐怖法師	skeleton	"[""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_pois1"", ""source_file"": ""monstats.json""}"
monster::horror-mage::skmage_pois5	Horror Mage	恐怖法師	skeleton	"[""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_pois1"", ""source_file"": ""monstats.json""}"
monster::horror-mage::skmage_pois6	Horror Mage	恐怖法師	skeleton	"[""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_pois1"", ""source_file"": ""monstats.json""}"
monster::horror-mage::skmage_pois7	Horror Mage	恐怖法師	skeleton	"[""skeleton""]"	blizzhackers/d2data	True	"{""base_id"": ""skmage_pois1"", ""source_file"": ""monstats.json""}"
monster::hungry-dead::zombie2	Hungry Dead	飢餓死者	zombie	"[""hell_immune_lightning"", ""zombie""]"	blizzhackers/d2data	True	"{""base_id"": ""zombie1"", ""source_file"": ""monstats.json""}"
monster::huntress::pantherwoman1	Huntress	女獵人	pantherwoman	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""pantherwoman1"", ""source_file"": ""monstats.json""}"
monster::huntress::pantherwoman5	Huntress	女獵人	pantherwoman	"[""hell_immune_drain_effectiveness"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""pantherwoman1"", ""source_file"": ""monstats.json""}"
monster::ice-boar::minion3	Ice Boar	冰野豬	minion	"[""hell_immune_cold"", ""minion""]"	blizzhackers/d2data	True	"{""base_id"": ""minion1"", ""source_file"": ""monstats.json""}"
monster::ice-spawn::minion6	Ice Spawn	冰封惡靈	minion	"[""hell_immune_cold"", ""minion""]"	blizzhackers/d2data	True	"{""base_id"": ""minion1"", ""source_file"": ""monstats.json""}"
monster::infidel::sandraider4	Infidel	異教徒	sandraider	"[""hell_immune_cold"", ""sandraider""]"	blizzhackers/d2data	True	"{""base_id"": ""sandraider1"", ""source_file"": ""monstats.json""}"
monster::infidel::sandraider7	Infidel	異教徒	sandraider	"[""hell_immune_cold"", ""sandraider""]"	blizzhackers/d2data	True	"{""base_id"": ""sandraider1"", ""source_file"": ""monstats.json""}"
monster::insane-hell-spawn::suicideminion11	Insane Hell Spawn	瘋狂地獄惡靈	minion	"[""hell_immune_cold"", ""minion""]"	blizzhackers/d2data	True	"{""base_id"": ""suicideminion1"", ""source_file"": ""monstats.json""}"
monster::insane-hell-spawn::suicideminion7	Insane Hell Spawn	瘋狂地獄惡靈	minion	"[""hell_immune_fire"", ""minion""]"	blizzhackers/d2data	True	"{""base_id"": ""suicideminion1"", ""source_file"": ""monstats.json""}"
monster::insane-ice-spawn::suicideminion8	Insane Ice Spawn	瘋狂冰封惡靈	minion	"[""hell_immune_cold"", ""minion""]"	blizzhackers/d2data	True	"{""base_id"": ""suicideminion1"", ""source_file"": ""monstats.json""}"
monster::invader::sandraider3	Invader	入侵者	sandraider	"[""hell_immune_fire"", ""sandraider""]"	blizzhackers/d2data	True	"{""base_id"": ""sandraider1"", ""source_file"": ""monstats.json""}"
monster::invader::sandraider9	Invader	入侵者	sandraider	"[""hell_immune_cold"", ""sandraider""]"	blizzhackers/d2data	True	"{""base_id"": ""sandraider1"", ""source_file"": ""monstats.json""}"
monster::iron-golem::irongolem	Iron Golem	鐵石魔	golem	"[""golem"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""irongolem"", ""source_file"": ""monstats.json""}"
monster::iron-wolf::act3hire	Iron Wolf	鐵狼	human	"[""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""act3hire"", ""source_file"": ""monstats.json""}"
monster::itchies::swarm1	Itchies	渴望者	swarm	"[""hell_immune_physical"", ""swarm""]"	blizzhackers/d2data	True	"{""base_id"": ""swarm1"", ""source_file"": ""monstats.json""}"
monster::izual::izual	Izual	衣卒爾	demon	"[""demon""]"	blizzhackers/d2data	True	"{""base_id"": ""izual"", ""source_file"": ""monstats.json""}"
monster::izual::uberizual	Izual	衣卒爾	demon	"[""demon"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""izual"", ""source_file"": ""monstats.json""}"
monster::jungle-hunter::baboon3	Jungle Hunter	叢林獵人	baboon	"[""baboon"", ""hell_immune_drain_effectiveness"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""baboon1"", ""source_file"": ""monstats.json""}"
monster::kaelan::act2guard2	Kaelan	凱倫	human	"[""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""act2guard2"", ""source_file"": ""monstats.json""}"
monster::korlic::ancientbarb3	Korlic	科力克	human	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""ancientbarb1"", ""source_file"": ""monstats.json""}"
monster::korlic::colossal3	Korlic	科力克	human	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""colossal1"", ""source_file"": ""monstats.json""}"
monster::lasher::overseer2	Lasher	鞭笞者	overseer	"[""hell_immune_cold"", ""hell_immune_drain_effectiveness"", ""overseer""]"	blizzhackers/d2data	True	"{""base_id"": ""overseer1"", ""source_file"": ""monstats.json""}"
monster::lightning-spire::lightningspire	Lightning Spire	閃電螺旋	construct	"[""construct"", ""hell_immune_lightning"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""lightningspire"", ""source_file"": ""monstats.json""}"
monster::lilith::uberandariel	Lilith	莉莉絲	demon	"[""demon"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""andariel"", ""source_file"": ""monstats.json""}"
monster::madawc::ancientbarb2	Madawc	馬道克	human	"[""hell_immune_drain_effectiveness"", ""hell_immune_lightning"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""ancientbarb1"", ""source_file"": ""monstats.json""}"
monster::madawc::colossal2	Madawc	馬道克	human	"[""hell_immune_drain_effectiveness"", ""hell_immune_lightning"", ""human""]"	blizzhackers/d2data	True	"{""base_id"": ""colossal1"", ""source_file"": ""monstats.json""}"
monster::marauder::sandraider2	Marauder	掠奪者	sandraider	"[""hell_immune_cold"", ""sandraider""]"	blizzhackers/d2data	True	"{""base_id"": ""sandraider1"", ""source_file"": ""monstats.json""}"
monster::marauder::sandraider6	Marauder	掠奪者	sandraider	"[""hell_immune_fire"", ""sandraider""]"	blizzhackers/d2data	True	"{""base_id"": ""sandraider1"", ""source_file"": ""monstats.json""}"
monster::mauler::blunderbore3	Mauler	巨槌	blunderbore	"[""blunderbore"", ""hell_immune_drain_effectiveness"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""blunderbore1"", ""source_file"": ""monstats.json""}"
monster::mauler::blunderbore6	Mauler	巨槌	blunderbore	"[""blunderbore"", ""hell_immune_drain_effectiveness""]"	blizzhackers/d2data	True	"{""base_id"": ""blunderbore1"", ""source_file"": ""monstats.json""}"
monster::maw-fiend::regurgitator3	Maw Fiend	深淵惡魔	regurgitator	"[""hell_immune_poison"", ""regurgitator""]"	blizzhackers/d2data	True	"{""base_id"": ""regurgitator1"", ""source_file"": ""monstats.json""}"
monster::maw-fiend::regurgitator4	Maw Fiend	深淵惡魔	regurgitator	"[""hell_immune_poison"", ""regurgitator""]"	blizzhackers/d2data	True	"{""base_id"": ""regurgitator1"", ""source_file"": ""monstats.json""}"
monster::menace-worm::painworm4	Menace Worm	瘋狂之蟲	vilekind	"[""hell_immune_poison"", ""vilekind""]"	blizzhackers/d2data	True	"{""base_id"": ""painworm1"", ""source_file"": ""monstats.json""}"
monster::mephisto::mephisto	Mephisto	墨菲斯托	demon	"[""demon""]"	blizzhackers/d2data	True	"{""base_id"": ""mephisto"", ""source_file"": ""monstats.json""}"
monster::mephisto::ubermephisto	Mephisto	墨菲斯托	demon	"[""demon"", ""hell_immune_lightning"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""mephisto"", ""source_file"": ""monstats.json""}"
monster::minion-of-destruction::baalminion1	Minion of Destruction	毀滅的僕從	demon	"[""demon"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""baalminion1"", ""source_file"": ""monstats.json""}"
monster::minion-of-destruction::baalminion2	Minion of Destruction	毀滅的僕從	demon	"[""demon"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""baalminion1"", ""source_file"": ""monstats.json""}"
monster::minion-of-destruction::baalminion3	Minion of Destruction	毀滅的僕從	demon	"[""demon"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""baalminion1"", ""source_file"": ""monstats.json""}"
monster::misshapen::bighead3	Misshapen	殘廢怪	bighead	"[""bighead"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""bighead1"", ""source_file"": ""monstats.json""}"
monster::misshapen::bighead8	Misshapen	殘廢怪	bighead	"[""bighead"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""bighead1"", ""source_file"": ""monstats.json""}"
monster::moon-clan::goatman1	Moon Clan	月亮一族	goatman	"[""goatman"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""goatman1"", ""source_file"": ""monstats.json""}"
monster::moon-clan::goatman6	Moon Clan	月亮一族	goatman	"[""goatman"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""goatman1"", ""source_file"": ""monstats.json""}"
monster::moon-lord::bloodlord1	Moon Lord	月之王	bloodlord	"[""bloodlord"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""bloodlord1"", ""source_file"": ""monstats.json""}"
monster::moon-lord::bloodlord6	Moon Lord	月之王	bloodlord	"[""bloodlord"", ""hell_immune_fire""]"	blizzhackers/d2data	True	"{""base_id"": ""bloodlord1"", ""source_file"": ""monstats.json""}"
monster::mummy-sarcophagus::sarcophagus	Mummy Sarcophagus	木乃伊石棺	construct	"[""construct"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""sarcophagus"", ""source_file"": ""monstats.json""}"
monster::night-clan::goatman2	Night Clan	黑夜一族	goatman	"[""goatman"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""goatman1"", ""source_file"": ""monstats.json""}"
monster::night-clan::goatman7	Night Clan	黑夜一族	goatman	"[""goatman"", ""hell_immune_cold""]"	blizzhackers/d2data	True	"{""base_id"": ""goatman1"", ""source_file"": ""monstats.json""}"
monster::night-lord::bloodlord2	Night Lord	夜之王	bloodlord	"[""bloodlord"", ""hell_immune_lightning""]"	blizzhackers/d2data	True	"{""base_id"": ""bloodlord1"", ""source_file"": ""monstats.json""}"
monster::night-lord::vampire2	Night Lord	黑夜之王	vampire	"[""hell_immune_cold"", ""vampire""]"	blizzhackers/d2data	True	"{""base_id"": ""vampire1"", ""source_file"": ""monstats.json""}"
monster::night-marauder::baboon6	Night Marauder	夜間屠殺魔	baboon	"[""baboon"", ""hell_immune_physical"", ""hell_immune_poison""]"	blizzhackers/d2data	True	"{""base_id"": ""baboon6"", ""source_file"": ""monstats.json""}"
monster::night-slinger::slinger3	Night Slinger	黑夜投石怪	pantherwoman	"[""hell_immune_drain_effectiveness"", ""hell_immune_lightning"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""slinger1"", ""source_file"": ""monstats.json""}"
monster::night-slinger::slinger6	Night Slinger	黑夜投石怪	pantherwoman	"[""hell_immune_drain_effectiveness"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""slinger5"", ""source_file"": ""monstats.json""}"
monster::night-tiger::pantherwoman3	Night Tiger	夜行老虎	pantherwoman	"[""hell_immune_drain_effectiveness"", ""hell_immune_lightning"", ""pantherwoman""]"	blizzhackers/d2data	True	"{""base_id"": ""pantherwoman1"", ""source_file"": ""monstats.json""}"
